,id,mean_dist_day,mean_over_speed_perc,Cluster(2)
91,3423311628,51.46,9,Group 1
92,3423313173,64.57,29,Group 1
93,3423310552,53.79,23,Group 1
94,3423314153,64.28,34,Group 1
95,3423313814,38.41,24,Group 1
96,3423312466,58.89,42,Group 1
97,3423314103,44.17,33,Group 1
98,3423311257,50.41,43,Group 1
99,3423311814,63.63,28,Group 1
100,3423311017,45.78,24,Group 1
101,3423311127,55.61,20,Group 1
102,3423311066,67.23,5,Group 1
103,3423313316,49.69,38,Group 1
104,3423313648,54.6,30,Group 1
105,3423313558,40.94,59,Group 1
106,3423313353,43.84,36,Group 1
107,3423312285,56.36,19,Group 1
108,3423310853,69.53,23,Group 1
109,3423313991,51.48,19,Group 1
110,3423312791,52.93,41,Group 1
111,3423311030,55.52,8,Group 1
112,3423310575,52.14,23,Group 1
113,3423311959,62.86,21,Group 1
114,3423314029,37.53,33,Group 1
115,3423313843,63.47,25,Group 1
116,3423310628,62.11,33,Group 1
117,3423311869,43.52,25,Group 1
118,3423312133,47.97,27,Group 1
119,3423314085,42.27,37,Group 1
120,3423310504,56.05,30,Group 1
121,3423311462,62.08,37,Group 1
122,3423310974,35.25,53,Group 1
123,3423311980,39.81,25,Group 1
124,3423312931,60.27,33,Group 1
125,3423313867,53.41,22,Group 1
126,3423313838,56.28,27,Group 1
127,3423312956,53.31,25,Group 1
128,3423312985,55.24,30,Group 1
129,3423311863,44.97,29,Group 1
130,3423313131,40.3,43,Group 1
131,3423313166,47.18,42,Group 1
132,3423313841,46.4,34,Group 1
133,3423312477,35.11,15,Group 1
134,3423313132,54.33,38,Group 1
135,3423311934,54.59,64,Group 1
136,3423311470,61.67,50,Group 1
137,3423314234,52.39,19,Group 1
138,3423313633,52.37,6,Group 1
139,3423312165,40.84,25,Group 1
140,3423314381,27.42,27,Group 1
141,3423312732,44.79,31,Group 1
142,3423312525,59.84,37,Group 1
143,3423313793,36,45,Group 1
144,3423313029,47.64,10,Group 1
145,3423313920,51.85,37,Group 1
146,3423311655,59.73,15,Group 1
147,3423311576,42.96,37,Group 1
148,3423313408,51.84,27,Group 1
149,3423313342,59.62,23,Group 1
150,3423312729,58.82,30,Group 1
151,3423311987,50.93,30,Group 1
152,3423313012,41.35,23,Group 1
153,3423310573,24.58,45,Group 1
154,3423311451,57.74,22,Group 1
155,3423313032,38.14,33,Group 1
156,3423312160,51.82,20,Group 1
157,3423312397,41.37,17,Group 1
158,3423311095,55.01,24,Group 1
159,3423312803,64.56,53,Group 1
160,3423311951,46.09,35,Group 1
161,3423313818,57.81,20,Group 1
162,3423311313,46.31,23,Group 1
163,3423311389,66.62,37,Group 1
164,3423312703,42.89,17,Group 1
165,3423314199,40.82,23,Group 1
166,3423312834,50.55,41,Group 1
167,3423312795,40.43,40,Group 1
168,3423312077,53.36,25,Group 1
169,3423314379,44.83,27,Group 1
170,3423310461,35.87,35,Group 1
171,3423312709,46.95,23,Group 1
172,3423312808,47.75,20,Group 1
173,3423311713,57.12,26,Group 1
174,3423312819,38.03,43,Group 1
175,3423314401,54.31,45,Group 1
176,3423311992,50.29,39,Group 1
177,3423311164,33.6,24,Group 1
178,3423311785,45.13,44,Group 1
179,3423310769,31.68,31,Group 1
180,3423310596,72.36,4,Group 1
181,3423310503,48.43,55,Group 1
182,3423311126,44.48,36,Group 1
183,3423313487,56.54,20,Group 1
184,3423314331,54.11,50,Group 1
185,3423313472,49.51,29,Group 1
186,3423312200,50.66,36,Group 1
187,3423313015,61.82,23,Group 1
188,3423312340,50.45,15,Group 1
189,3423313441,67.7,43,Group 1
190,3423312358,41.61,12,Group 1
191,3423313702,39.63,31,Group 1
192,3423311137,36.08,31,Group 1
193,3423313567,45.18,27,Group 1
194,3423313538,49.33,28,Group 1
195,3423312814,48.66,45,Group 1
196,3423310890,53.81,25,Group 1
197,3423312595,35.57,44,Group 1
198,3423311887,48.83,39,Group 1
199,3423314123,69.14,40,Group 1
200,3423312427,60.75,59,Group 1
201,3423310735,52.01,39,Group 1
202,3423312257,47.88,45,Group 1
203,3423314416,40.3,30,Group 1
204,3423311310,48.52,30,Group 1
205,3423311848,55.06,37,Group 1
206,3423311622,48.45,28,Group 1
207,3423311051,58.65,40,Group 1
208,3423313971,69.29,21,Group 1
209,3423314179,51.7,21,Group 1
210,3423312887,69.95,18,Group 1
211,3423312583,53.04,37,Group 1
212,3423312990,47.97,27,Group 1
213,3423311820,64.01,26,Group 1
214,3423314018,61.76,23,Group 1
215,3423313775,49.98,28,Group 1
216,3423310869,81.96,27,Group 1
217,3423313262,56.56,25,Group 1
218,3423311532,51.69,30,Group 1
219,3423313252,54.83,40,Group 1
220,3423311201,54.97,39,Group 1
221,3423313632,44.07,27,Group 1
222,3423311574,45.95,40,Group 1
223,3423311102,42.24,22,Group 1
224,3423310805,43.52,49,Group 1
225,3423313805,51.33,31,Group 1
226,3423311177,56.68,55,Group 1
227,3423313477,51.06,24,Group 1
228,3423310780,41.95,28,Group 1
229,3423313713,53.56,27,Group 1
230,3423313597,47.86,45,Group 1
231,3423314406,43.74,34,Group 1
232,3423312012,41.22,39,Group 1
233,3423312915,45.82,42,Group 1
234,3423312481,44.74,25,Group 1
235,3423313911,53.88,30,Group 1
236,3423311105,44.4,29,Group 1
237,3423312215,59.01,35,Group 1
238,3423311909,53.27,19,Group 1
239,3423314269,45.62,25,Group 1
240,3423313837,53.16,53,Group 1
241,3423314291,50.91,51,Group 1
242,3423311881,33.53,42,Group 1
243,3423312020,46.92,33,Group 1
244,3423312610,59.24,35,Group 1
245,3423314333,48.37,32,Group 1
246,3423311877,50.26,21,Group 1
247,3423310736,38.14,30,Group 1
248,3423312193,63.42,26,Group 1
249,3423313751,57.46,14,Group 1
250,3423313882,63.79,33,Group 1
251,3423312229,58.13,30,Group 1
252,3423314081,56.35,41,Group 1
253,3423311721,52.95,3,Group 1
254,3423312718,55.65,27,Group 1
255,3423314210,29.44,34,Group 1
256,3423314427,49.58,39,Group 1
257,3423313361,31.3,33,Group 1
258,3423311301,43.48,29,Group 1
259,3423313773,48.94,34,Group 1
260,3423312093,43.93,32,Group 1
261,3423312612,53.83,36,Group 1
262,3423312474,53.69,21,Group 1
263,3423311693,60.33,8,Group 1
264,3423311450,40.97,42,Group 1
265,3423311351,49.29,21,Group 1
266,3423314032,56.06,34,Group 1
267,3423311710,66.16,32,Group 1
268,3423310578,32.61,23,Group 1
269,3423310713,37.37,25,Group 1
270,3423311812,46.04,38,Group 1
271,3423314051,57.17,33,Group 1
272,3423313543,41.06,31,Group 1
273,3423311594,47.21,36,Group 1
274,3423311290,55.74,44,Group 1
275,3423314242,56.34,25,Group 1
276,3423311609,61.53,11,Group 1
277,3423311665,61.4,38,Group 1
278,3423314223,59.03,29,Group 1
279,3423312735,26.76,22,Group 1
280,3423311754,48.24,34,Group 1
281,3423311799,50.84,33,Group 1
282,3423314167,64.25,28,Group 1
283,3423312455,23.06,15,Group 1
284,3423313298,47.25,23,Group 1
285,3423313402,59.19,33,Group 1
286,3423313266,32.71,17,Group 1
287,3423312626,48.87,25,Group 1
288,3423313671,58.68,24,Group 1
289,3423313459,51.16,25,Group 1
290,3423311131,49.48,34,Group 1
291,3423313120,16.05,36,Group 1
292,3423312886,53.49,51,Group 1
293,3423312024,57.19,19,Group 1
294,3423312416,49.38,37,Group 1
295,3423311082,38.82,16,Group 1
296,3423311625,49.88,37,Group 1
297,3423311466,48.81,30,Group 1
298,3423313275,58.86,42,Group 1
299,3423313213,45.22,39,Group 1
300,3423312196,49.25,25,Group 1
301,3423312697,71.53,49,Group 1
302,3423312946,49.41,38,Group 1
303,3423312130,63.19,21,Group 1
304,3423310680,48.68,22,Group 1
305,3423313703,50.11,34,Group 1
306,3423313203,43.56,24,Group 1
307,3423312854,49.36,23,Group 1
308,3423312458,23.03,21,Group 1
309,3423313083,36.14,30,Group 1
310,3423311556,37.48,26,Group 1
311,3423313124,46.35,35,Group 1
312,3423313003,41.54,27,Group 1
313,3423312311,66.05,36,Group 1
314,3423312456,47.09,27,Group 1
315,3423310609,33.84,35,Group 1
316,3423313087,41.45,37,Group 1
317,3423312821,56.09,9,Group 1
318,3423311525,54.66,34,Group 1
319,3423310932,53.23,47,Group 1
320,3423314232,53.51,33,Group 1
321,3423311442,48.56,37,Group 1
322,3423310670,35.91,30,Group 1
323,3423311052,58.04,28,Group 1
324,3423312870,37.16,19,Group 1
325,3423311497,42.45,16,Group 1
326,3423310837,62.65,41,Group 1
327,3423312539,51.42,35,Group 1
328,3423311940,46.31,22,Group 1
329,3423312604,51.36,33,Group 1
330,3423313041,63.62,41,Group 1
331,3423312818,56.54,39,Group 1
332,3423310492,48.58,36,Group 1
333,3423311128,30.37,37,Group 1
334,3423311741,51.75,37,Group 1
335,3423311817,61.68,24,Group 1
336,3423314168,56.54,33,Group 1
337,3423313101,41.22,13,Group 1
338,3423314057,46.08,35,Group 1
339,3423312013,53.21,39,Group 1
340,3423311070,57.95,21,Group 1
341,3423311958,53.4,45,Group 1
342,3423313795,50.32,40,Group 1
343,3423311685,62.06,37,Group 1
344,3423313876,32.9,36,Group 1
345,3423312977,43.48,15,Group 1
346,3423312590,47.76,25,Group 1
347,3423313054,41.61,4,Group 1
348,3423313907,28.72,37,Group 1
349,3423311586,53.37,40,Group 1
350,3423313209,37.81,34,Group 1
351,3423310759,48.7,46,Group 1
352,3423314418,53.23,40,Group 1
353,3423312007,43.47,33,Group 1
354,3423311892,64.55,30,Group 1
355,3423314120,59.34,38,Group 1
356,3423311246,29.92,49,Group 1
357,3423312988,45.67,39,Group 1
358,3423314297,44.99,36,Group 1
359,3423311208,51.07,13,Group 1
360,3423311823,57.87,38,Group 1
361,3423312106,57.9,34,Group 1
362,3423314420,45.41,32,Group 1
363,3423311517,66.97,33,Group 1
364,3423311640,49.37,40,Group 1
365,3423311320,49.54,21,Group 1
366,3423312185,51.73,61,Group 1
367,3423312896,29.68,30,Group 1
368,3423314019,66.12,38,Group 1
369,3423311839,52.68,30,Group 1
370,3423311624,50.32,46,Group 1
371,3423312883,63.2,40,Group 1
372,3423311772,45.12,25,Group 1
373,3423313050,38.69,22,Group 1
374,3423312274,50.77,32,Group 1
375,3423311429,48,23,Group 1
376,3423310739,55.36,47,Group 1
377,3423311395,53.11,48,Group 1
378,3423311354,38.51,28,Group 1
379,3423311393,38.96,21,Group 1
380,3423312817,27.4,30,Group 1
381,3423312479,34.95,35,Group 1
382,3423310481,68.86,31,Group 1
383,3423311405,60.4,28,Group 1
384,3423311690,37.33,38,Group 1
385,3423313373,59.63,24,Group 1
386,3423311282,33.92,43,Group 1
387,3423312839,43.98,6,Group 1
388,3423314319,53.74,31,Group 1
389,3423313884,45.51,33,Group 1
390,3423313972,55.09,19,Group 1
391,3423312249,68.87,18,Group 1
392,3423312335,58.44,19,Group 1
393,3423311494,43.75,19,Group 1
394,3423312701,47.07,33,Group 1
395,3423313515,47.89,28,Group 1
396,3423314282,53.3,41,Group 1
397,3423312619,57.02,37,Group 1
398,3423312412,43.44,31,Group 1
399,3423314324,38.49,21,Group 1
400,3423311966,61.08,24,Group 1
401,3423312519,62.52,41,Group 1
402,3423311365,60.04,34,Group 1
403,3423311004,53.63,20,Group 1
404,3423311801,44.96,46,Group 1
405,3423311838,43.37,50,Group 1
406,3423311337,31.88,30,Group 1
407,3423311381,41.01,37,Group 1
408,3423311788,53.72,13,Group 1
409,3423312168,48.05,18,Group 1
410,3423311734,63.38,41,Group 1
411,3423313610,55.92,22,Group 1
412,3423313259,51.54,22,Group 1
413,3423313763,39.27,34,Group 1
414,3423313915,59.22,14,Group 1
415,3423313443,57.77,14,Group 1
416,3423314388,60.84,9,Group 1
417,3423311771,63.59,21,Group 1
418,3423312064,53.12,30,Group 1
419,3423313947,58.89,9,Group 1
420,3423311377,61.69,36,Group 1
421,3423311879,49.56,24,Group 1
422,3423313273,45.44,29,Group 1
423,3423313260,50.28,21,Group 1
424,3423312737,47.42,35,Group 1
425,3423313200,45.8,28,Group 1
426,3423313121,38.07,23,Group 1
427,3423311258,44.13,24,Group 1
428,3423314365,51.91,59,Group 1
429,3423310478,51.7,36,Group 1
430,3423310833,39.66,19,Group 1
431,3423313185,49.73,26,Group 1
432,3423312421,52.86,24,Group 1
433,3423311571,55.81,29,Group 1
434,3423312578,42.86,24,Group 1
435,3423312982,52.31,25,Group 1
436,3423314281,62.35,28,Group 1
437,3423312574,32.9,16,Group 1
438,3423313596,48.51,23,Group 1
439,3423312692,45.33,12,Group 1
440,3423313089,49.09,12,Group 1
441,3423314364,37.89,14,Group 1
442,3423312830,67.15,17,Group 1
443,3423314422,48.01,32,Group 1
444,3423314257,45.44,28,Group 1
445,3423312259,52.54,22,Group 1
446,3423310550,59.23,40,Group 1
447,3423312359,31.85,37,Group 1
448,3423313930,49.4,54,Group 1
449,3423313282,51.11,25,Group 1
450,3423312938,64.34,47,Group 1
451,3423311073,58.32,42,Group 1
452,3423311930,46.99,13,Group 1
453,3423313641,65.75,34,Group 1
454,3423311511,62.34,12,Group 1
455,3423313352,51.33,38,Group 1
456,3423313889,50,27,Group 1
457,3423313542,63.06,27,Group 1
458,3423312858,64.66,24,Group 1
459,3423314389,54.99,36,Group 1
460,3423313004,40.95,35,Group 1
461,3423311375,52.29,40,Group 1
462,3423311023,40.47,30,Group 1
463,3423310823,59.56,42,Group 1
464,3423312540,58,46,Group 1
465,3423313927,55.12,34,Group 1
466,3423312262,59.21,26,Group 1
467,3423312663,65.54,39,Group 1
468,3423313830,55.64,24,Group 1
469,3423313165,62.4,40,Group 1
470,3423313852,51.01,22,Group 1
471,3423311996,48.83,24,Group 1
472,3423312388,57.58,35,Group 1
473,3423311174,47.21,34,Group 1
474,3423313624,49.26,26,Group 1
475,3423312679,59.51,30,Group 1
476,3423312640,46.12,33,Group 1
477,3423311984,51.7,37,Group 1
478,3423312793,85.36,17,Group 1
479,3423311513,40.04,35,Group 1
480,3423312297,34.77,5,Group 1
481,3423310599,45.1,4,Group 1
482,3423311331,56,8,Group 1
483,3423312797,38.14,5,Group 1
484,3423310994,53.39,5,Group 1
485,3423314011,50.55,7,Group 1
486,3423311899,48.8,6,Group 1
487,3423312465,55.99,3,Group 1
488,3423312364,48.37,4,Group 1
489,3423310629,55.19,6,Group 1
490,3423312374,51.51,5,Group 1
491,3423311872,43.29,9,Group 1
492,3423311133,44.96,7,Group 1
493,3423314224,43.45,5,Group 1
494,3423311001,48.92,8,Group 1
495,3423312057,52.9,6,Group 1
496,3423310758,50.99,5,Group 1
497,3423311732,45.08,5,Group 1
498,3423311038,53.36,2,Group 1
499,3423312266,53.27,4,Group 1
500,3423313753,51.93,6,Group 1
501,3423313741,64.96,6,Group 1
502,3423313179,49.22,5,Group 1
503,3423313355,59.82,7,Group 1
504,3423312895,45.24,4,Group 1
505,3423314338,60.4,7,Group 1
506,3423312533,35.14,5,Group 1
507,3423312437,43.86,6,Group 1
508,3423313894,57.49,6,Group 1
509,3423310963,47.98,7,Group 1
510,3423311552,48.33,7,Group 1
511,3423310655,52.42,3,Group 1
512,3423313603,40.59,6,Group 1
513,3423310676,42.54,3,Group 1
514,3423310888,39.43,6,Group 1
515,3423311109,67.04,4,Group 1
516,3423313105,32.58,5,Group 1
517,3423310977,41.75,9,Group 1
518,3423313010,55.95,4,Group 1
519,3423312400,49.61,4,Group 1
520,3423313807,43.04,8,Group 1
521,3423312684,33.5,5,Group 1
522,3423312188,47.25,6,Group 1
523,3423313285,47.47,7,Group 1
524,3423310830,29.47,8,Group 1
525,3423310541,52.55,2,Group 1
526,3423313828,52.6,3,Group 1
527,3423310737,58.98,6,Group 1
528,3423310778,44.94,4,Group 1
529,3423311521,59.72,7,Group 1
530,3423314275,57.38,5,Group 1
531,3423310783,46.76,6,Group 1
532,3423311087,35.58,5,Group 1
533,3423312845,42.55,10,Group 1
534,3423313480,46.44,5,Group 1
535,3423312741,29.66,1,Group 1
536,3423310820,30.77,8,Group 1
537,3423310614,65.73,8,Group 1
538,3423311591,73.5,6,Group 1
539,3423313420,41.94,3,Group 1
540,3423313854,38.2,6,Group 1
541,3423313323,49.47,4,Group 1
542,3423312841,42.9,6,Group 1
543,3423311146,44.02,4,Group 1
544,3423311855,74.03,6,Group 1
545,3423313450,41.73,7,Group 1
546,3423313376,63.6,4,Group 1
547,3423311989,59.71,4,Group 1
548,3423311621,51.75,4,Group 1
549,3423312387,49.68,5,Group 1
550,3423311702,43.6,1,Group 1
551,3423311158,60.76,6,Group 1
552,3423312490,44.84,2,Group 1
553,3423313181,53.99,4,Group 1
554,3423312014,46.74,4,Group 1
555,3423311633,48.99,7,Group 1
556,3423311928,56.28,4,Group 1
557,3423312069,49.19,3,Group 1
558,3423312219,51.3,5,Group 1
559,3423312360,62.3,6,Group 1
560,3423312190,64.5,5,Group 1
561,3423314203,43.31,3,Group 1
562,3423311618,50.87,4,Group 1
563,3423314159,33.18,1,Group 1
564,3423313130,60.07,2,Group 1
565,3423312497,47.48,2,Group 1
566,3423311271,38.98,5,Group 1
567,3423314265,61.65,4,Group 1
568,3423313548,60.52,9,Group 1
569,3423312569,50.87,4,Group 1
570,3423312260,40.61,4,Group 1
571,3423313278,61.48,3,Group 1
572,3423310549,50.18,6,Group 1
573,3423311544,50.89,10,Group 1
574,3423313908,51.97,4,Group 1
575,3423312011,52.07,5,Group 1
576,3423310929,31.06,3,Group 1
577,3423311108,52.44,6,Group 1
578,3423314372,35.84,9,Group 1
579,3423311332,52.66,7,Group 1
580,3423312722,50.39,4,Group 1
581,3423313104,54.05,1,Group 1
582,3423312214,25.78,3,Group 1
583,3423312499,51.53,8,Group 1
584,3423312406,36.51,7,Group 1
585,3423313492,48.2,6,Group 1
586,3423312460,47.23,5,Group 1
587,3423313299,60.59,6,Group 1
588,3423311261,59.46,8,Group 1
589,3423311635,54.7,4,Group 1
590,3423313994,45.16,4,Group 1
591,3423313870,44.92,3,Group 1
592,3423310781,53.44,5,Group 1
593,3423313895,32.54,9,Group 1
594,3423313229,44.51,5,Group 1
595,3423310465,62.26,6,Group 1
596,3423313134,39.05,3,Group 1
597,3423312454,37.68,4,Group 1
598,3423310770,42.33,10,Group 1
599,3423314185,66.06,4,Group 1
600,3423312672,32.94,7,Group 1
601,3423310554,39.67,4,Group 1
602,3423312348,63.08,9,Group 1
603,3423310824,73.78,4,Group 1
604,3423312602,45.24,5,Group 1
605,3423312717,59.71,9,Group 1
606,3423311747,39.79,6,Group 1
607,3423313025,35.93,6,Group 1
608,3423313790,49.1,5,Group 1
609,3423312402,50.22,8,Group 1
610,3423312144,68.63,8,Group 1
611,3423312289,62.03,6,Group 1
612,3423313758,55.64,7,Group 1
613,3423313921,55.4,8,Group 1
614,3423310454,52.28,8,Group 1
615,3423312081,39.84,1,Group 1
616,3423310510,35.52,5,Group 1
617,3423314262,48.79,3,Group 1
618,3423313860,70.7,2,Group 1
619,3423312516,61.92,4,Group 1
620,3423310785,59.86,4,Group 1
621,3423314276,68.37,5,Group 1
622,3423312309,47.65,4,Group 1
623,3423313959,46.7,0,Group 1
624,3423311509,31.24,1,Group 1
625,3423313448,49.47,10,Group 1
626,3423313335,50.58,8,Group 1
627,3423314117,38.61,6,Group 1
628,3423311619,42.83,6,Group 1
629,3423310706,59.72,7,Group 1
630,3423311537,50.21,2,Group 1
631,3423311089,38.04,7,Group 1
632,3423313621,66.87,6,Group 1
633,3423313346,31.07,3,Group 1
634,3423311660,57.66,6,Group 1
635,3423312382,50.89,5,Group 1
636,3423311689,35.99,5,Group 1
637,3423311423,62.2,4,Group 1
638,3423313349,56.52,2,Group 1
639,3423312111,63.05,1,Group 1
640,3423313822,46.99,3,Group 1
641,3423313537,30.45,2,Group 1
642,3423312774,58.23,6,Group 1
643,3423313452,37.05,5,Group 1
644,3423311569,31.14,4,Group 1
645,3423310482,28.91,4,Group 1
646,3423310645,58.82,4,Group 1
647,3423313386,34.34,3,Group 1
648,3423310799,32.49,3,Group 1
649,3423311807,57.76,3,Group 1
650,3423314421,73.89,4,Group 1
651,3423314387,38.4,8,Group 1
652,3423311188,44.13,5,Group 1
653,3423312263,42.26,6,Group 1
654,3423312804,45.89,7,Group 1
655,3423312572,62.56,8,Group 1
656,3423310978,53.54,6,Group 1
657,3423313497,55.4,4,Group 1
658,3423310975,48.81,3,Group 1
659,3423314045,51.01,7,Group 1
660,3423312813,36.88,7,Group 1
661,3423311114,56.42,6,Group 1
662,3423313164,39.94,4,Group 1
663,3423312433,38.7,8,Group 1
664,3423310703,47.39,6,Group 1
665,3423314355,64.67,3,Group 1
666,3423311349,67.47,5,Group 1
667,3423313726,49.39,6,Group 1
668,3423312733,43.1,6,Group 1
669,3423311774,34.03,5,Group 1
670,3423311203,32.72,0,Group 1
671,3423312485,60.65,5,Group 1
672,3423312560,57.26,6,Group 1
673,3423313976,55.1,4,Group 1
674,3423313424,61.06,4,Group 1
675,3423311644,38.91,4,Group 1
676,3423311240,51.35,3,Group 1
677,3423310854,56.87,6,Group 1
678,3423313832,50.2,5,Group 1
679,3423313864,55.34,6,Group 1
680,3423310936,47.95,3,Group 1
681,3423310470,47.47,6,Group 1
682,3423312401,35.44,6,Group 1
683,3423310687,31.45,8,Group 1
684,3423310892,28.16,3,Group 1
685,3423311490,68.57,6,Group 1
686,3423312120,41.5,5,Group 1
687,3423313369,53.75,8,Group 1
688,3423312112,37.47,5,Group 1
689,3423313878,55.63,4,Group 1
690,3423310526,50.45,7,Group 1
691,3423310926,51.61,3,Group 1
692,3423311247,38.08,7,Group 1
693,3423312367,37.26,5,Group 1
694,3423314414,33.01,4,Group 1
695,3423312413,45.87,6,Group 1
696,3423311585,45.45,4,Group 1
697,3423314004,53.15,8,Group 1
698,3423312148,54.58,5,Group 1
699,3423312449,53.08,2,Group 1
700,3423310472,43.09,4,Group 1
701,3423312356,34.46,4,Group 1
702,3423313067,52.19,4,Group 1
703,3423310949,55.54,5,Group 1
704,3423313254,51.45,5,Group 1
705,3423314300,62.7,1,Group 1
706,3423312015,50.18,8,Group 1
707,3423311866,53.44,6,Group 1
708,3423311129,53.42,4,Group 1
709,3423311808,54.52,4,Group 1
710,3423311615,50.89,6,Group 1
711,3423311026,64.49,9,Group 1
712,3423311837,51.92,8,Group 1
713,3423310750,57.49,6,Group 1
714,3423314208,42.97,1,Group 1
715,3423312029,43.27,4,Group 1
716,3423314376,44.69,6,Group 1
717,3423311646,54.16,3,Group 1
718,3423312070,50.07,4,Group 1
719,3423314034,48.42,5,Group 1
720,3423313689,42.59,6,Group 1
721,3423314221,50.69,4,Group 1
722,3423312245,62.86,3,Group 1
723,3423310615,51.78,2,Group 1
724,3423312720,47.89,3,Group 1
725,3423314111,38.05,1,Group 1
726,3423311744,54.09,4,Group 1
727,3423311053,38.88,4,Group 1
728,3423314345,58,5,Group 1
729,3423311390,42.04,5,Group 1
730,3423312872,35.44,2,Group 1
731,3423313186,43.73,8,Group 1
732,3423312826,65.7,5,Group 1
733,3423310695,43.3,5,Group 1
734,3423312055,54.89,3,Group 1
735,3423314371,54.69,6,Group 1
736,3423310787,46.22,6,Group 1
737,3423311333,47.7,5,Group 1
738,3423313052,39.19,8,Group 1
739,3423313129,57.11,3,Group 1
740,3423313562,47.65,7,Group 1
741,3423312213,38.13,2,Group 1
742,3423312699,33.77,4,Group 1
743,3423312248,54.62,6,Group 1
744,3423314339,51.86,4,Group 1
745,3423311512,56.75,6,Group 1
746,3423314021,50.98,4,Group 1
747,3423313850,46.99,6,Group 1
748,3423314382,52.3,4,Group 1
749,3423311510,47.64,5,Group 1
750,3423311688,28.82,9,Group 1
751,3423311539,53.48,2,Group 1
752,3423310881,45.16,6,Group 1
753,3423313868,56.73,4,Group 1
754,3423310536,71.55,4,Group 1
755,3423313418,32.1,2,Group 1
756,3423310458,41.81,3,Group 1
757,3423312494,52.98,3,Group 1
758,3423310589,43.82,3,Group 1
759,3423311234,40.81,3,Group 1
760,3423311099,46.33,8,Group 1
761,3423311380,37.48,6,Group 1
762,3423313300,42.87,4,Group 1
763,3423313328,54.26,5,Group 1
764,3423313195,46.69,6,Group 1
765,3423312836,48.46,6,Group 1
766,3423310800,56.82,8,Group 1
767,3423313336,48.73,4,Group 1
768,3423313817,38.76,4,Group 1
769,3423312065,38.23,2,Group 1
770,3423313729,54.06,6,Group 1
771,3423311265,42.25,9,Group 1
772,3423310776,35.22,3,Group 1
773,3423312079,43.64,5,Group 1
774,3423314235,45.7,5,Group 1
